Survey Year,Year,Site,Quad,Species,Live.Length,Live.Width,Live Cover,Notes
2,2020,FTL6,26,SSID,4,3,12,
2,2020,FTL6,27,AAGA,4,3,12,
2,2020,FTL6,27,AAGA,4,3,12,
2,2020,FTL6,33,AAGA,4,3,12,
2,2020,FTL6,33,AAGA,4,3,12,
2,2020,FTL6,33,AAGA,4,3,12,
2,2020,FTL6,34,AAGA,4,4,16,
2,2020,HB2,3,MCAV,4,3,12,
2,2020,HB2,10,PAST,4,3,12,
2,2020,HB2,11,MCAV,4,4,16,
2,2020,HB2,13,PAST,4,3,12,
2,2020,HB2,17,SSID,4,4,16,
2,2020,HB2,21,MCAV,4,3,12,
2,2020,HB2,24,SSID,4,3,12,
2,2020,HB2,24,SSID,4,4,16,
2,2020,HB2,24,SSID,4,3,12,
2,2020,HB2,27,SINT,4,3,12,
2,2020,HB2,32,SINT,4,3,12,
2,2020,HB2,34,SSID,4,3,12,
2,2020,HB2,40,MCAV,4,3,12,
2,2020,HB3,7,PAST,4,3,12,
2,2020,HB3,7,PAST,4,3,12,
2,2020,HB3,8,DLAB,4,3,12,
2,2020,HB3,9,PAST,4,2,8,
2,2020,HB3,18,OFAV,4,3,12,
2,2020,HB3,21,MMEA,4,4,16,
2,2020,HB3,22,PAST,4,3,12,
2,2020,HB3,25,MCAV,4,4,16,
2,2020,HB3,25,PAST,4,3,12,
2,2020,HB3,26,SSID,4,4,16,
2,2020,HB3,31,PAST,4,3,12,
2,2020,HB3,32,SSID,4,3,12,
2,2020,HB3,38,SSID,4,3,12,
2,2020,HB3,40,SSID,4,2,8,
2,2020,HH2,1,PPOR,4,4,16,
2,2020,HH2,11,PPOR,4,2,8,
2,2020,HH2,15,SSID,4,3,12,
2,2020,HH2,17,PPOR,4,3,12,
2,2020,HH2,30,SSID,4,3,12,
2,2020,HH2,35,SSID,4,2,8,
2,2020,JUL_1,2,SINT,4,2,8,
2,2020,JUL_1,6,SINT,4,3,12,
2,2020,JUL_1,7,SSID,4,4,16,
2,2020,JUL_1,8,SSID,4,4,16,
2,2020,JUL_1,15,SINT,4,4,16,
2,2020,JUL_1,23,SINT,4,4,16,
2,2020,JUL_1,30,MCAV,4,2,8,
2,2020,JUL_1,36,SSID,4,4,16,
2,2020,JUL_2,3,SSID,4,4,16,
2,2020,JUL_2,9,SSID,4,3,12,
2,2020,JUL_2,15,SINT,4,2,8,
2,2020,JUL_2,16,SINT,4,3,12,
2,2020,JUL_2,25,PAST,4,3,12,
2,2020,JUL_2,25,PAST,4,2,8,
2,2020,JUL_2,28,SSID,4,3,12,
2,2020,JUL_2,29,MCAV,4,4,16,
2,2020,JUL_2,30,SSID,4,2,8,
2,2020,JUL_2,31,PAST,4,3,12,
2,2020,JUL_2,35,SINT,4,3,12,
2,2020,JUL_6,14,SSID,4,2,8,
2,2020,JUL_6,15,MCAV,4,3,12,
2,2020,JUL_7,1,SSID,4,3,12,
2,2020,JUL_7,2,SSID,4,4,16,
2,2020,JUL_7,3,SSID,4,4,16,
2,2020,JUL_7,5,SSID,4,4,16,
2,2020,JUL_7,6,SSID,4,4,16,
2,2020,JUL_7,6,SSID,4,4,16,
2,2020,JUL_7,9,SSID,4,3,12,
2,2020,JUL_7,25,SINT,4,4,16,
2,2020,JUL_7,26,SINT,4,3,12,
2,2020,JUL_7,27,SSID,4,3,12,
2,2020,JUL_7,29,SSID,4,3,12,
2,2020,JUL_7,31,SSID,4,3,12,
2,2020,JUL_7,35,SSID,4,3,12,
2,2020,JUL_7,39,SSID,4,4,16,
2,2020,JUL_7,39,SSID,4,4,16,
2,2020,JUL_8,5,SSID,4,3,12,
2,2020,JUL_8,22,MCAV,4,4,16,
2,2020,JUL_8,27,SSID,4,3,12,
2,2020,JUL_8,27,MMEA,4,3,12,
2,2020,JUL_8,31,MCAV,4,3,12,
2,2020,JUL_8,36,SINT,4,3,12,
2,2020,JUL_8,38,SINT,4,3,12,
2,2020,POMP1,2,PPOR,4,3,12,
2,2020,POMP1,6,PPOR,4,4,16,
2,2020,POMP1,13,PAST,4,3,12,
2,2020,POMP1,14,PPOR,4,3,12,
2,2020,POMP1,15,PPOR,4,2,8,
2,2020,POMP1,18,AAGA,4,3,12,
2,2020,POMP1,28,PPOR,4,4,16,
2,2020,POMP1,29,PPOR,4,2,8,
2,2020,POMP1,30,PPOR,4,3,12,
2,2020,POMP1,31,PAST,4,3,12,
2,2020,POMP1,31,PAST,4,3,12,
2,2020,POMP1,32,PPOR,4,2,8,
2,2020,POMP1,33,PAST,4,3,12,
2,2020,POMP1,33,PPOR,4,4,16,
2,2020,POMP1,33,PPOR,4,2,8,
2,2020,POMP1,33,PPOR,4,3,12,
2,2020,POMP1,34,SSID,4,3,12,
2,2020,POMP1,35,SSID,4,3,12,
2,2020,POMP2,5,SSID,4,3,12,
2,2020,POMP2,14,PPOR,4,3,12,
2,2020,POMP2,18,SINT,4,3,12,
2,2020,POMP3,1,PAST,4,3,12,
2,2020,POMP3,4,MCAV,4,2,8,
2,2020,POMP3,7,SSID,4,2,8,
2,2020,POMP3,8,SSID,4,3,12,
2,2020,POMP3,8,PAST,4,3,12,
2,2020,POMP3,8,AAGA,4,3,12,
2,2020,POMP3,8,MCAV,4,3,12,
2,2020,POMP3,8,SSID,4,2,8,
2,2020,POMP3,9,SINT,4,2,8,
2,2020,POMP3,11,MDEC,4,3,12,
2,2020,POMP3,18,PAST,4,4,16,
2,2020,POMP3,20,PAST,4,4,16,
2,2020,POMP3,21,DSTO,4,3,12,
2,2020,POMP3,26,MCAV,4,3,12,
2,2020,POMP3,26,PAST,4,2,8,
2,2020,POMP3,26,SSID,4,3,12,
2,2020,POMP3,27,MCAV,4,3,12,
2,2020,POMP3,29,PAST,4,3,12,
2,2020,POMP3,32,PSTR,4,4,16,
2,2020,POMP3,36,MCAV,4,4,16,
2,2020,POMP3,36,SSID,4,3,12,
2,2020,POMP3,38,PAST,4,3,12,
2,2020,POMP4,6,SSID,4,3,12,
2,2020,POMP4,8,PPOR,4,4,16,
2,2020,POMP4,29,PPOR,4,2,8,
2,2020,POMP4,33,SSID,4,4,16,
2,2020,POMP4,36,SSID,4,3,12,
2,2020,POMP5,9,MCAV,4,3,12,
2,2020,POMP5,20,SSID,4,3,12,
2,2020,POMP5,21,MCAV,4,4,16,
2,2020,POMP5,31,MCAV,4,2,8,
2,2020,POMP5,32,SSID,4,3,12,
2,2020,POMP5,38,SSID,4,3,12,
2,2020,POMP5,38,SSID,4,3,12,
2,2020,POMP6,1,SINT,4,3,12,
2,2020,POMP6,1,SSID,4,3,12,
2,2020,POMP6,6,SSID,4,3,12,
2,2020,POMP6,7,SSID,4,2,8,
2,2020,POMP6,18,MCAV,4,3,12,
2,2020,POMP6,31,MALI,4,4,16,
2,2020,POMP6,32,SINT,4,4,16,
2,2020,POMP6,32,SSID,4,1,4,
2,2020,POMP6,32,SSID,4,1,4,
3,2021,DB2,1,SSID,4,4,16,
3,2021,DB2,5,SSID,4,4,16,
3,2021,DB2,7,SSID,4,3,12,
3,2021,DB2,7,SINT,4,4,16,
3,2021,DB2,9,SINT,4,4,16,
3,2021,DB2,18,SSID,4,3,12,
3,2021,DB2,20,MCAV,4,4,16,
3,2021,DB2,22,SSID,4,3,12,
3,2021,DB2,26,MCAV,4,3,12,
3,2021,DB2,30,SSID,4,2,8,
3,2021,DB2,33,SSID,4,2,8,
3,2021,DB2,39,SSID,4,2,8,
3,2021,DB2,40,SSID,4,3,12,
3,2021,DB3,1,SINT,4,3,12,
3,2021,DB3,5,SINT,4,3,12,
3,2021,DB3,9,MCAV,4,3,12,
3,2021,DB3,25,SINT,4,2,8,
3,2021,DB3,36,SCUB,4,3,12,
3,2021,DB3,38,SSID,4,3,12,
3,2021,DB3,39,SSID,4,3,12,
3,2021,FTL1,3,AAGA,4,4,16,
3,2021,FTL1,4,PAST,4,4,16,
3,2021,FTL1,4,AAGA,4,3,12,
3,2021,FTL1,5,SINT,4,2,8,
3,2021,FTL1,7,SSID,4,4,16,
3,2021,FTL1,13,SSID,4,4,16,
3,2021,FTL1,15,PAST,4,4,16,
3,2021,FTL1,19,PAST,4,4,16,
3,2021,FTL1,29,PAST,4,3,12,
3,2021,FTL1,35,PPOR,4,3,12,
3,2021,FTL1,36,PPOR,4,3,12,
3,2021,FTL2,7,SSID,4,3,12,
3,2021,FTL2,8,MCAV,4,4,16,
3,2021,FTL2,15,MMEA,4,4,16,
3,2021,FTL2,20,SSID,4,4,16,
3,2021,FTL2,23,MCAV,4,3,12,
3,2021,FTL3,6,SINT,4,4,16,
3,2021,FTL3,7,MCAV,4,4,16,
3,2021,FTL3,10,MCAV,4,3,12,
3,2021,FTL3,14,SINT,4,3,12,
3,2021,FTL3,20,SSID,4,3,12,
3,2021,FTL3,21,SINT,4,3,12,
3,2021,FTL3,22,MMEA,4,4,16,
3,2021,FTL3,27,SINT,4,3,12,
3,2021,FTL3,31,SSID,4,3,12,
3,2021,FTL3,35,SINT,4,3,12,
3,2021,FTL3,36,SSID,4,3,12,
3,2021,FTL3,38,SSID,4,3,12,
3,2021,FTL4,7,AAGA,4,4,16,
3,2021,FTL4,29,AAGA,4,3,12,
3,2021,FTL4,31,CNAT,4,3,12,
3,2021,FTL4,32,SSID,4,2,8,
3,2021,FTL4,37,SSID,4,4,16,
3,2021,FTL4,38,SSID,4,3,12,
3,2021,FTL5,17,SSID,4,3,12,
3,2021,FTL5,36,AAGA,4,4,16,
3,2021,FTL6,5,AAGA,4,3,12,
3,2021,FTL6,8,AAGA,4,2,8,
3,2021,FTL6,10,AAGA,4,4,16,
3,2021,FTL6,11,AAGA,4,4,16,
3,2021,FTL6,15,AAGA,4,4,16,
3,2021,FTL6,15,AAGA,4,4,16,
3,2021,FTL6,15,AAGA,4,3,12,
3,2021,FTL6,18,AAGA,4,3,12,
3,2021,FTL6,18,AAGA,4,4,16,
3,2021,FTL6,20,AAGA,4,3,12,
3,2021,FTL6,20,PPOR,4,2,8,
3,2021,FTL6,22,AAGA,4,4,16,
3,2021,FTL6,22,AAGA,4,4,16,
3,2021,FTL6,23,AAGA,4,4,16,
3,2021,FTL6,23,AAGA,4,4,16,
3,2021,FTL6,23,AAGA,4,4,16,
3,2021,FTL6,24,AAGA,4,3,12,
3,2021,FTL6,24,AAGA,4,3,12,
3,2021,FTL6,25,PAST,4,4,16,
3,2021,FTL6,25,AAGA,4,3,12,
3,2021,FTL6,25,AAGA,4,4,16,
3,2021,FTL6,26,AAGA,4,4,16,
3,2021,FTL6,27,AAGA,4,3,12,
3,2021,FTL6,28,AAGA,4,3,12,
3,2021,FTL6,30,AAGA,4,2,8,
3,2021,FTL6,31,AAGA,4,4,16,
3,2021,FTL6,31,AAGA,4,2,8,
3,2021,FTL6,33,AAGA,4,4,16,
3,2021,FTL6,34,AAGA,4,4,16,
3,2021,HB2,1,DSTO,4,2,8,
3,2021,HB2,3,MCAV,4,3,12,
3,2021,HB2,4,PAST,4,3,12,
3,2021,HB2,5,SSID,4,3,12,
3,2021,HB2,6,PAST,4,3,12,
3,2021,HB2,8,SSID,4,4,16,
3,2021,HB2,11,MCAV,4,4,16,
3,2021,HB2,12,SSID,4,4,16,
3,2021,HB2,17,SSID,4,3,12,
3,2021,HB2,18,MCAV,4,4,16,
3,2021,HB2,21,MCAV,4,3,12,
3,2021,HB2,24,SSID,4,4,16,
3,2021,HB2,24,SSID,4,3,12,
3,2021,HB2,27,SINT,4,3,12,
3,2021,HB2,40,MCAV,4,4,16,
3,2021,HB3,1,SSID,4,4,16,
3,2021,HB3,3,PAST,4,12,48,
3,2021,HB3,7,PAST,4,3,12,
3,2021,HB3,9,SSID,4,4,16,
3,2021,HB3,9,SSID,4,3,12,
3,2021,HB3,14,SINT,4,4,16,
3,2021,HB3,16,PAST,4,3,12,
3,2021,HB3,16,MCAV,4,3,12,
3,2021,HB3,18,OFAV,4,3,12,
3,2021,HB3,23,SINT,4,3,12,
3,2021,HB3,24,PAST,4,4,16,
3,2021,HB3,25,PAST,4,4,16,
3,2021,HB3,26,SSID,4,4,16,
3,2021,HB3,27,SSID,4,3,12,
3,2021,HB3,30,MCAV,4,3,12,
3,2021,HB3,31,MCAV,4,4,16,
3,2021,HB3,33,AAGA,4,2,8,
3,2021,HB3,34,PAST,4,2,8,
3,2021,HB3,37,MDEC,4,2,8,
3,2021,HB3,38,PAST,4,3,12,
3,2021,HH2,3,SBOU,4,4,16,
3,2021,HH2,4,SSID,4,3,12,
3,2021,HH2,11,PPOR,4,4,16,
3,2021,HH2,17,SSID,4,3,12,
3,2021,HH2,23,SSID,4,3,12,
3,2021,HH2,25,PAST,4,3,12,
3,2021,HH2,34,PAST,4,2,8,
3,2021,HH2,35,SSID,4,2,8,
3,2021,HH2,37,SSID,4,3,12,
3,2021,HH2,37,SSID,4,2,8,
3,2021,HH2,39,SSID,4,3,12,
3,2021,HH2,40,SSID,4,3,12,
3,2021,JUL_1,6,SINT,4,3,12,
3,2021,JUL_1,13,SINT,4,3,12,
3,2021,JUL_1,14,SINT,4,4,16,
3,2021,JUL_1,38,MCAV,4,3,12,
3,2021,JUL_1,39,SSID,4,2,8,
3,2021,JUL_2,1,PAST,4,3,12,
3,2021,JUL_2,3,SSID,4,3,12,
3,2021,JUL_2,2,SINT,4,4,16,
3,2021,JUL_2,2,SINT,4,4,16,
3,2021,JUL_2,3,SSID,4,3,12,
3,2021,JUL_2,3,SINT,4,3,12,
3,2021,JUL_2,6,SSID,4,3,12,
3,2021,JUL_2,9,PAST,4,3,12,
3,2021,JUL_2,11,SINT,4,3,12,
3,2021,JUL_2,12,MCAV,4,3,12,
3,2021,JUL_2,15,MCAV,4,3,12,
3,2021,JUL_2,16,MDEC,4,3,12,
3,2021,JUL_2,30,SSID,4,2,8,
3,2021,JUL_2,38,SINT,4,2,8,
3,2021,JUL_6,21,PPOR,4,3,12,
3,2021,JUL_7,2,SSID,4,4,16,
3,2021,JUL_7,39,SSID,4,3,12,
3,2021,JUL_7,4,SSID,4,3,12,
3,2021,JUL_7,5,SSID,4,4,16,
3,2021,JUL_7,5,SSID,4,3,12,
3,2021,JUL_7,15,SINT,4,3,12,
3,2021,JUL_7,17,PAST,4,4,16,
3,2021,JUL_7,19,SBOU,4,4,16,
3,2021,JUL_7,19,SSID,4,3,12,
3,2021,JUL_7,23,PPOR,4,3,12,
3,2021,JUL_7,24,PAST,4,3,12,
3,2021,JUL_7,34,SSID,4,3,12,
3,2021,JUL_7,36,SSID,4,3,12,
3,2021,JUL_7,37,SSID,4,2,8,
3,2021,JUL_8,7,MCAV,4,3,12,
3,2021,JUL_8,22,MCAV,4,4,16,
3,2021,JUL_8,15,SINT,4,4,16,
3,2021,JUL_8,25,SINT,4,4,16,
3,2021,JUL_8,26,SINT,4,4,16,
3,2021,JUL_8,26,SINT,4,3,12,
3,2021,JUL_8,29,PAST,4,3,12,
3,2021,JUL_8,30,SSID,4,3,12,
3,2021,JUL_8,31,MCAV,4,4,16,
3,2021,JUL_8,34,SINT,4,3,12,
3,2021,JUL_8,40,SSID,4,4,16,
3,2021,POMP1,6,PPOR,4,3,12,
3,2021,POMP1,10,PAST,4,4,16,
3,2021,POMP1,14,PPOR,4,4,16,
3,2021,POMP1,15,PAST,4,4,16,
3,2021,POMP1,16,SSID,4,4,16,
3,2021,POMP1,20,PAST,4,3,12,
3,2021,POMP1,29,PPOR,4,3,12,
3,2021,POMP1,29,PPOR,4,3,12,
3,2021,POMP1,29,PPOR,4,3,12,
3,2021,POMP1,32,PPOR,4,3,12,
3,2021,POMP2,5,SSID,4,3,12,
3,2021,POMP2,11,PPOR,4,3,12,
3,2021,POMP2,17,MCAV,4,3,12,
3,2021,POMP2,21,OFAV,4,2,8,
3,2021,POMP2,21,SSID,4,4,16,
3,2021,POMP2,25,SINT,4,3,12,
3,2021,POMP3,7,MCAV,4,3,12,
3,2021,POMP3,8,MCAV,4,3,12,
3,2021,POMP3,13,MCAV,4,3,12,
3,2021,POMP3,15,SINT,4,3,12,
3,2021,POMP3,20,MCAV,4,3,12,
3,2021,POMP3,22,MCAV,4,4,16,
3,2021,POMP3,26,PAST,4,3,12,
3,2021,POMP3,29,PAST,4,4,16,
3,2021,POMP3,38,PAST,4,4,16,
3,2021,POMP4,5,SSID,4,3,12,
3,2021,POMP4,8,PPOR,4,4,16,
3,2021,POMP4,11,SSID,4,4,16,
3,2021,POMP4,17,SSID,4,3,12,
3,2021,POMP4,28,PPOR,4,3,12,
3,2021,POMP4,37,SSID,4,4,16,
3,2021,POMP5,9,MCAV,4,4,16,
3,2021,POMP5,20,SSID,4,4,16,
3,2021,POMP5,21,MCAV,4,3,12,
3,2021,POMP5,26,DSTO,4,4,16,
3,2021,POMP5,39,SSID,4,3,12,
3,2021,POMP6,13,SINT,4,3,12,
3,2021,POMP6,18,MCAV,4,4,16,
3,2021,POMP6,29,SCUB,4,3,12,
3,2021,POMP6,33,MCAV,4,3,12,
3,2021,POMP6,34,SSID,4,3,12,
3,2021,POMP6,34,MCAV,4,3,12,
1,2020,Pompano,9,SINT,4,4,16,
1,2020,Pompano,11,SSID,4,3,12,
1,2020,Pompano,17,SINT,4,2,8,
1,2020,Pompano,22,SSID,4,2,8,
1,2020,Pompano,23,MDEC,4,3,12,
1,2020,Pompano,33,SINT,4,4,16,
1,2020,Pompano,35,MDEC,4,2,8,
1,2020,Pompano,38,MCAV,4,4,16,
1,2020,FTL Deep,1,SINT,4,2,8,
1,2020,FTL Deep,2,SINT,4,3,12,
1,2020,FTL Deep,4,SINT,4,3,12,
1,2020,FTL Deep,9,MDEC,4,4,16,
1,2020,FTL Deep,36,PAST,4,3,12,
1,2020,JUL Deep,1,MDEC,4,2,8,
1,2020,JUL Deep,2,MCAV,4,3,12,
1,2020,JUL Deep,5,MCAV,4,3,12,
1,2020,JUL Deep,13,SINT,4,4,16,
1,2020,JUL Deep,33,SSID,4,2,8,
1,2020,JUL Deep,34,SINT,4,3,12,
1,2020,JUL Deep,35,ALAM,4,2,8,
1,2020,JUL Deep,37,SSID,4,3,12,
1,2020,Hollywood,12,SINT,4,3,12,
1,2020,Hollywood,15,SSID,4,3,12,
1,2020,Hollywood,21,MDEC,4,2,8,
1,2020,Hollywood,27,MDEC,4,3,12,
1,2020,Hollywood,32,SINT,4,3,12,
1,2020,Deerfield,3,MDEC,4,2,8,
1,2020,Deerfield,4,MDEC,4,3,12,
1,2020,Deerfield,8,SSID,4,3,12,
1,2020,Deerfield,22,SINT,4,3,12,
1,2020,Deerfield,25,SINT,4,4,16,
1,2020,Deerfield,27,SSID,4,3,12,
1,2020,Deerfield,28,PAST,4,2,8,
1,2020,Deerfield,38,MCAV,4,3,12,
1,2020,Deerfield,40,MCAV,4,3,12,
1,2020,Deerfield,40,SINT,4,3,12,
1,2020,Hillsboro,26,SSID,4,3,12,
1,2020,Hillsboro,37,MDEC,4,2,8,
2,2021,JUL Deep,3,SSID,4,3,12,
2,2021,JUL Deep,4,PAST,4,3,12,
2,2021,JUL Deep,4,SINT,4,3,12,
2,2021,JUL Deep,5,MCAV,4,2,8,
2,2021,JUL Deep,7,SINT,4,4,16,
2,2021,JUL Deep,12,MCAV,4,4,16,
2,2021,JUL Deep,13,SINT,4,3,12,
2,2021,JUL Deep,17,MCAV,4,3,12,
2,2021,JUL Deep,18,SSID,4,3,12,
2,2021,JUL Deep,19,SSID,4,3,12,
2,2021,JUL Deep,19,SSID,4,3,12,
2,2021,JUL Deep,20,SINT,4,4,16,
2,2021,JUL Deep,31,SSID,4,2,8,
2,2021,JUL Deep,33,MCAV,4,3,12,
2,2021,JUL Deep,37,SSID,4,2,8,
2,2021,JUL Deep,40,MDEC,4,2,8,
2,2021,FTL Deep,1,SINT,4,2,8,
2,2021,FTL Deep,1,SINT,4,3,12,
2,2021,Pompano,2,PAST,4,3,12,
2,2021,Pompano,11,SSID,4,4,16,
2,2021,Pompano,17,AAGA,4,2,8,
2,2021,Pompano,19,MDEC,4,2,8,
2,2021,Pompano,22,SSID,4,2,8,
2,2021,Pompano,22,SSID,4,4,16,
2,2021,Pompano,37,SSID,4,3,12,
2,2021,Pompano,37,SSID,4,2,8,
2,2021,Pompano,39,SSID,4,3,12,
2,2021,Hillsboro,11,MMEA,4,4,16,
2,2021,Hillsboro,26,SSID,4,3,12,
2,2021,Hillsboro,31,SINT,4,3,12,
2,2021,Deerfield,5,MCAV,4,4,16,
2,2021,Deerfield,9,MCAV,4,3,12,
2,2021,Deerfield,17,MSEN,4,4,16,
2,2021,Deerfield,17,SINT,4,2,8,
2,2021,Deerfield,23,MDEC,4,3,12,
2,2021,Deerfield,23,MDEC,4,3,12,
2,2021,Deerfield,28,MMEA,4,3,12,
2,2021,Deerfield,35,MDEC,4,3,12,
2,2021,Deerfield,40,SINT,4,3,12,
2,2021,Hollywood,8,MMEA,4,1,4,
2,2021,Hollywood,15,SINT,4,3,12,
2,2021,Hollywood,16,SINT,4,3,12,
2,2021,Hollywood,18,MDEC,4,4,16,
2,2021,Hollywood,24,MDEC,4,2,8,
2,2021,Hollywood,28,MDEC,4,2,8,
3,2022,Hollywood,5,SINT,4,4,16,
3,2022,Hollywood,14,SINT,4,3,12,
3,2022,Hollywood,21,SINT,4,3,12,
3,2022,Hollywood,25,SINT,4,2,8,
3,2022,JUL Deep,3,SINT,4,4,16,
3,2022,JUL Deep,3,MDEC,4,4,16,
3,2022,JUL Deep,4,SSID,4,3,12,
3,2022,JUL Deep,5,MCAV,4,3,12,
3,2022,JUL Deep,8,SINT,4,4,16,
3,2022,JUL Deep,12,MCAV,4,4,16,
3,2022,JUL Deep,12,MDEC,4,3,12,
3,2022,JUL Deep,13,SINT,4,3,12,
3,2022,JUL Deep,15,SSID,4,4,16,
3,2022,JUL Deep,18,SINT,4,3,12,
3,2022,JUL Deep,19,SSID,4,2,8,
3,2022,JUL Deep,19,SSID,4,3,12,
3,2022,JUL Deep,20,SINT,4,3,12,
3,2022,JUL Deep,25,MDEC,4,4,16,
3,2022,JUL Deep,27,SINT,4,4,16,
3,2022,JUL Deep,33,MCAV,4,3,12,
3,2022,JUL Deep,34,SINT,4,3,12,
3,2022,JUL Deep,36,PAST,4,3,12,
3,2022,JUL Deep,37,SINT,4,2,8,
3,2022,Pompano,14,SINT,4,3,12,
3,2022,Pompano,19,SINT,4,3,12,
3,2022,Pompano,22,SSID,4,3,12,
3,2022,Pompano,22,SSID,4,3,12,
3,2022,Pompano,22,SSID,4,3,12,
3,2022,Pompano,23,MDEC,4,4,16,
3,2022,Pompano,23,SSID,4,3,12,
3,2022,Pompano,28,MDEC,4,4,16,
3,2022,Pompano,34,MDEC,4,4,16,
3,2022,Pompano,37,SSID,4,3,12,
3,2022,Pompano,38,SSID,4,1,4,
3,2022,Pompano,39,SSID,4,2,8,
3,2022,Deerfield,5,MCAV,4,4,16,
3,2022,Deerfield,5,MCAV,4,4,16,
3,2022,Deerfield,14,SSID,4,3,12,
3,2022,Deerfield,14,SINT,4,3,12,
3,2022,Deerfield,33,MCAV,4,1,4,
3,2022,Deerfield,38,PAST,4,4,16,
3,2022,Deerfield,38,SINT,4,4,16,
3,2022,Deerfield,40,MCAV,4,4,16,
3,2022,Deerfield,40,SINT,4,4,16,
3,2022,Hillsboro,11,MCAV,4,3,12,
3,2022,Hillsboro,14,MMEA,4,4,16,
3,2022,Hillsboro,16,MCAV,4,3,12,
3,2022,Hillsboro,18,MCAV,4,4,16,
3,2022,Hillsboro,24,MCAV,4,3,12,
3,2022,Hillsboro,26,SSID,4,4,16,
3,2022,Hillsboro,33,SINT,4,4,16,
3,2022,Hillsboro,40,MCAV,4,4,16,
3,2022,Hillsboro,40,SINT,4,4,16,
3,2022,FTL Deep,1,SINT,4,3,12,
3,2022,FTL Deep,4,SINT,4,4,16,
3,2022,FTL Deep,29,SINT,4,3,12,
3,2022,FTL Deep,30,SINT,4,3,12,
3,2022,FTL Deep,40,MDEC,4,3,12,
1,2019,DB2,1,SSID,3,2,6,
1,2019,DB2,1,SSID,3,3,9,
1,2019,DB2,7,SINT,3,3,9,
1,2019,DB2,7,SSID,3,3,9,
1,2019,DB2,9,PAST,3,3,9,
1,2019,DB2,13,SSID,3,3,9,
1,2019,DB2,14,MCAV,3,2,6,
1,2019,DB2,18,SSID,3,2,6,
1,2019,DB2,21,PPOR,3,3,9,
1,2019,DB2,21,MCAV,3,2,6,
1,2019,DB2,22,SSID,3,2,6,
1,2019,DB2,24,PAST,3,2,6,
1,2019,DB2,25,PSTR,3,2,6,
1,2019,DB2,26,MCAV,3,3,9,
1,2019,DB2,27,MCAV,3,2,6,
1,2019,DB2,33,SSID,3,1,3,
1,2019,DB2,35,SSID,3,1,3,
1,2019,DB2,35,PSTR,3,3,9,
1,2019,DB2,35,SINT,3,2,6,
1,2019,DB2,38,AAGA,3,3,9,
1,2019,DB2,39,SSID,3,2,6,
1,2019,DB2,40,SSID,3,2,6,
1,2019,DB3,1,SINT,3,2,6,
1,2019,DB3,6,SINT,3,3,9,
1,2019,DB3,9,MCAV,3,2,6,
1,2019,DB3,13,MCAV,3,2,6,
1,2019,DB3,38,PAST,3,2,6,
1,2019,DB3,38,SSID,3,3,9,
1,2019,FTL1,8,MCAV,3,2,6,
1,2019,FTL1,9,PPOR,3,1,3,
1,2019,FTL1,9,SSID,3,2,6,
1,2019,FTL1,15,PAST,3,3,9,
1,2019,FTL1,15,PAST,3,3,9,
1,2019,FTL1,24,PAST,3,2,6,
1,2019,FTL1,26,PPOR,3,2,6,
1,2019,FTL1,30,PPOR,3,2,6,
1,2019,FTL1,35,MCAV,3,2,6,
1,2019,FTL1,36,MCAV,3,2,6,
1,2019,FTL1,40,MCAV,3,2,6,
1,2019,FTL2,2,MMEA,3,3,9,
1,2019,FTL2,5,MCAV,3,2,6,
1,2019,FTL2,8,MCAV,3,3,9,
1,2019,FTL2,12,MCAV,3,2,6,
1,2019,FTL2,14,SSID,3,1,3,
1,2019,FTL2,18,PAST,3,2,6,
1,2019,FTL2,20,SSID,3,2,6,
1,2019,FTL2,23,SINT,3,2,6,
1,2019,FTL2,32,SSID,3,2,6,
1,2019,FTL2,33,MCAV,3,2,6,
1,2019,FTL2,35,SSID,3,2,6,
1,2019,FTL3,1,SSID,3,2,6,
1,2019,FTL3,2,SINT,3,3,9,
1,2019,FTL3,3,SSID,3,2,6,
1,2019,FTL3,20,SSID,3,2,6,
1,2019,FTL3,21,SINT,3,3,9,
1,2019,FTL3,27,SINT,3,2,6,
1,2019,FTL3,31,SSID,3,3,9,
1,2019,FTL3,35,SINT,3,3,9,
1,2019,FTL3,36,SSID,3,3,9,
1,2019,FTL3,36,SSID,3,2,6,
1,2019,FTL3,38,SSID,3,2,6,
1,2019,FTL3,39,MCAV,3,2,6,
1,2019,FTL4,4,PPOR,3,2,6,
1,2019,FTL4,7,MCAV,3,3,9,
1,2019,FTL4,14,MCAV,3,3,9,
1,2019,FTL4,24,SSID,3,1,3,
1,2019,FTL4,25,SSID,3,2,6,
1,2019,FTL4,25,SSID,3,2,6,
1,2019,FTL4,30,AAGA,3,2,6,
1,2019,FTL4,30,AAGA,3,3,9,
1,2019,FTL4,32,SSID,3,2,6,
1,2019,FTL4,34,PPOR,3,3,9,
1,2019,FTL4,34,PPOR,3,1,3,
1,2019,FTL4,38,AAGA,3,3,9,
1,2019,FTL4,38,AAGA,3,2,6,
1,2019,FTL4,39,PAST,3,3,9,
1,2019,FTL5,1,SSID,3,2,6,
1,2019,FTL5,8,PAST,3,3,9,
1,2019,FTL5,16,SSID,3,2,6,
1,2019,FTL5,31,SSID,3,2,6,
1,2019,FTL6,3,AAGA,3,2,6,
1,2019,FTL6,4,AAGA,3,3,9,
1,2019,FTL6,5,AAGA,3,2,6,
